fid,item_id,lon,lat,Year
3619,6054,101.55,16.34,After 2000
3620,6055,118.65,5.27,After 2000
3621,6058,25.03,-2,After 2000
3622,6059,118.65,5.27,After 2000
3623,6060,138.98,36.67,After 2000
3624,6061,143.17,42.85,After 2000
3625,6062,-91.55,18.62,After 2000
3626,6063,-96.03,17.25,After 2000
3627,6064,149.22,-23.53,After 2000
3628,6066,76.55,11.58,After 2000
3629,6067,-96.55,17.57,After 2000
3630,6069,-100.55,25.37,After 2000
3631,6071,-7.65,37.65,After 2000
3632,6071,-3.83,38.37,After 2000
3633,6071,-4.49,39.4,After 2000
3634,6071,-8.16,41.73,After 2000
3635,6071,-6.7,43.02,After 2000
3636,6072,146.83,-28.82,After 2000
3637,6072,147.26,-28.71,After 2000
3638,6072,147.14,-28.64,After 2000
3639,6072,147.23,-28.63,After 2000
3640,6074,-111.82,41.66,After 2000
3641,6075,-45.58,-22.534444,After 2000
3642,6077,29.44,-23.04,After 2000
3643,6079,16.44,43.59,After 2000
3644,6079,15.44,44.63,After 2000
3645,6079,15.4,44.7,After 2000
3646,6079,15.27,45.37,After 2000
3647,6081,-60.8,-32.08,After 2000
3648,6082,14.93,0.8,After 2000
3650,6083,-48.95,-27.45,After 2000
3649,6083,-48.83,-28.43,After 2000
3651,6086,-125.73,50.68,After 2000
3652,6087,-119.06,53.7,After 2000
3653,6088,76.5,26.02,After 2000
3654,6091,138.26,-23.84,After 2000
3655,6091,138.24,-23.15,After 2000
3656,6093,30.12,-21.5,After 2000
3657,6094,-105.25,40.83,After 2000
3658,6095,15,37.76,After 2000
3659,6096,-80.29,7.54,After 2000
3660,6096,-81.12,7.88,After 2000
3661,6096,-82.87,8.09,After 2000
3662,6096,-77.52,8.21,After 2000
3663,6096,-82.41,8.79,After 2000
3664,6098,-79.85,9.15,After 2000
3665,6099,-103.95,20.24,After 2000
3666,6100,29.82,36.52,After 2000
3668,6102,-128.05,53.21,After 2000
3667,6102,-127.81,51.58,After 2000
3669,6104,100.5,43.2,After 2000
3670,6105,-84.02,10.42,After 2000
3671,6106,-42.71,-22.37,After 2000
3672,6107,105.33,-6.75,After 2000
3673,6108,87.93,27.72,After 2000
3674,6111,88.74,27.38,After 2000
3675,6112,103.53,11.87,After 2000
3676,6113,77.54,12.17,After 2000
3677,6114,92.37,23.57,After 2000
3678,6115,90.87,25.42,After 2000
3679,6116,133.4,43.23,After 2000
3680,6116,134.27,43.58,After 2000
3681,6117,21.63,53.82,After 2000
3682,6118,138.66,36.85,After 2000
3683,6119,-88.66,16.72,After 2000
3684,6120,-79.85,9.15,After 2000
3685,6121,52.68,16.5,After 2000
3686,6122,-87.08,45.73,After 2000
3687,6123,-84.02,10.42,After 2000
3688,6124,-53.3,4.58,After 2000
3689,6128,146.97,-36.7,After 2000
3690,6131,-79,38.5,After 2000
3691,6131,-78.35,38.53,After 2000
3692,6132,139.15,35.48,After 2000
3693,6134,-76.15,-0.64,After 2000
3694,6135,-54.33,-25.62,After 2000
3695,6136,-75,6.27,After 2000
3696,6137,143.22,-34.73,After 2000
3697,6139,-85.19,34.29,After 2000
3698,6140,-76.15,-0.64,After 2000
3699,6141,76.5,26.02,After 2000
3700,6142,75.4,36.59,After 2000
3701,6143,84.33,27.47,After 2000
3702,6144,105.33,-6.75,After 2000
3703,6146,118.23,29.17,After 2000
3704,6147,36,34.32,After 2000
3705,6148,-72.8,-11.7,After 2000
3706,6149,75.64,35.07,After 2000
3707,6149,73.98,36.71,After 2000
3708,6149,75.11,36.86,After 2000
3709,6150,-66.5,-22.5,After 2000
3710,6151,21.55,40.6,After 2000
3711,6153,8.15,48.3,After 2000
3712,6155,25.75,-33.45,After 2000
3713,6156,-53.96,-26.99,After 2000
3714,6156,-88.98,16.73,After 2000
3715,6157,-110.27,31.35,After 2000
3716,6157,-111.55,31.55,After 2000
3717,6157,-112.8,31.95,After 2000
3718,6157,-110.31,32,After 2000
3719,6158,-1.83,9.7,After 2000
3720,6159,-78.4,45.8,After 2000
3721,6162,-47.63,-21.63,After 2000
3722,6162,-47.79,-21.61,After 2000
3723,6163,-119.17,37.42,After 2000
3724,6164,57.68,36.92,After 2000
3725,6165,76.5,26.02,After 2000
3726,6166,-79.85,9.15,After 2000
3727,6168,-7.65,37.65,After 2000
3728,6168,-4.49,39.4,After 2000
3729,6169,76.5,26.02,After 2000
3730,6172,43.83,-24.1,After 2000
3731,6173,-51.583333,-0.916667,After 2000
3732,6174,83.8,28.76,After 2000
3733,6174,83.81,28.79,After 2000
3734,6174,83.87,28.81,After 2000
3736,6175,-73.47,-39.98,After 2000
3737,6175,-73.3,-39.7,After 2000
3735,6175,-73.88,-40.03,After 2000
3738,6176,139.2,35.42,After 2000
3739,6176,139.38,35.63,After 2000
3740,6177,-79.15,35.116667,After 2000
3741,6178,145.13,-38.51,After 2000
3742,6179,22.48,49.28,After 2000
3743,6181,56.38,37.55,After 2000
3744,6182,54.94,17.52,After 2000
3745,6183,74.05,36.67,After 2000
3746,6184,84.02,28.68,After 2000
3747,6184,84.03,28.68,After 2000
3748,6185,63.95,40.36,After 2000
3749,6187,97.6,3.68,After 2000
3750,6188,103.4,2.4,After 2000
3751,6188,103.27,2.44,After 2000
3752,6189,106.08,12.13,After 2000
3753,6189,107,12.67,After 2000
3754,6190,98.23,14.05,After 2000
3755,6190,98.25,14.53,After 2000
3756,6191,99.23,15.42,After 2000
3757,6192,101.83,5.8,After 2000
3758,6192,101.37,6.02,After 2000
3759,6192,100.15,7.77,After 2000
3760,6192,99.73,8.5,After 2000
3761,6192,99.78,8.76,After 2000
3762,6192,98.53,8.94,After 2000
3763,6192,98.58,9.17,After 2000
3764,6192,99.56,12.05,After 2000
3765,6192,99.95,12.18,After 2000
3766,6192,99.6,12.75,After 2000
3767,6192,101.73,13.2,After 2000
3768,6192,99.42,13.3,After 2000
3769,6192,99.49,13.58,After 2000
3770,6192,102.66,14.12,After 2000
3771,6192,101.92,14.2,After 2000
3772,6192,101.37,14.44,After 2000
3773,6192,98.92,15.33,After 2000
3774,6192,99.23,15.42,After 2000
3775,6192,101.55,16.34,After 2000
3776,6192,101.78,16.87,After 2000
3777,6192,97.74,18.21,After 2000
3778,6192,98.92,19.4,After 2000
3779,6197,-73,-51,After 2000
3780,6197,-72,-48.33,After 2000
3781,6198,-116,51.5,After 2000
3782,6200,-39.08,-15.07,After 2000
3783,6204,138.45,35.85,After 2000
3784,6206,-68.7,44.93,After 2000
3785,6207,32.13,-23.87,After 2000
3786,6208,139.5,35.7,After 2000
3787,6208,140.1,36,After 2000
3788,6209,15.75,2.25,After 2000
3789,6209,16.6,2.52,After 2000
3790,6210,12.5,-0.5,After 2000
3791,6213,-103.65,30.35,After 2000
3792,6214,-113.72,48.7,After 2000
3793,6219,-106.54,32.69,After 2000
3794,6222,145.04,-36.61,After 2000
3795,6223,-122.68,61.8,After 2000
3796,6224,-79.85,9.15,After 2000
3797,6226,-6.5,37,After 2000
3798,6230,0.68,41.2,After 2000
3799,6231,-47.8,-24.61,After 2000
3800,6233,23.88,52.75,After 2000
3801,6234,-56.15,-19.57,After 2000
3802,6234,-57.02,-19.57,After 2000
3803,6235,128.51,36.97,After 2000
3804,6236,-103.95,20.24,After 2000
3805,6237,-103.38,26.18,After 2000
3806,6238,-97.41,19.95,After 2000
3807,6239,40.25,55.57,After 2000
3808,6239,37.98,58.58,After 2000
3809,6240,36.17,-0.28,After 2000
3810,6241,38.81,-3.66,After 2000
3811,6242,-3.67,39.15,After 2000
3812,6244,18.4,49.33,After 2000
3813,6245,-90.83,16.2,After 2000
3814,6247,-47.79,-21.61,After 2000
3815,6248,-77,7.67,After 2000
3816,6249,-76.45,1.87,After 2000
3817,6254,-6.66,41.71,After 2000
3818,6255,150.93,-34.48,After 2000
3819,6257,147.91,-43.06,After 2000
3820,6257,147.24,-42.88,After 2000
3821,6257,146.37,-42.81,After 2000
3822,6257,146.69,-42.66,After 2000
3823,6258,-71,-28.17,After 2000
3824,6259,-84.02,10.42,After 2000
3825,6260,-90.37,19.97,After 2000
3826,6260,-90.19,21.08,After 2000
3827,6260,-90.19,21.08,After 2000
3828,6260,-90.19,21.08,After 2000
3829,6260,-89.96,21.17,After 2000
3830,6261,90.93,26.72,After 2000
3831,6264,102.31,2.98,After 2000
3832,6265,-61.95,-17.12,After 2000
3833,6266,-79.85,9.15,After 2000
3834,6267,151.21,-29.61,After 2000
3835,6268,136.5,-13.97,After 2000
3836,6269,107.77,-7.1,After 2000
3837,6270,-67.17,17.98,After 2000
3838,6273,-76.15,-0.64,After 2000
3839,6274,-75,6.27,After 2000
3840,6276,170.47,-45.42,After 2000
3841,6278,115.92,-33.36,After 2000
3842,6278,115.98,-33.18,After 2000
3843,6278,116.01,-32.65,After 2000
3844,6278,116.06,-32.57,After 2000
3845,6278,116.13,-32.3,After 2000
3846,6278,116.17,-32.27,After 2000
3847,6278,116.08,-32.27,After 2000
3848,6279,40.15,40.15,After 2000
3849,6281,-116.57,32.93,After 2000
3850,6281,-116.8,33.3,After 2000
3851,6282,92.86,27.08,After 2000
3852,6283,-137,58.5,After 2000
3853,6284,145.99,-37.68,After 2000
3854,6285,152.71,-28.6,After 2000
3856,6286,153.12,-30.3,After 2000
3855,6286,153.15,-30.3,After 2000
3857,6287,147.3,-43,After 2000
3858,6288,-92.57,15.15,After 2000
3859,6290,-39.08,-15.07,After 2000
3860,6291,-50.17,-6.06,After 2000
3861,6292,37.37,37.37,After 2000
3862,6293,113.9,-2.32,After 2000
3863,6294,88.13,27.7,After 2000
3864,6295,88.13,27.7,After 2000
3865,6296,-61.88,-25.97,After 2000
3866,6297,90.93,26.72,After 2000
3867,6298,98.95,27.4,After 2000
3868,6299,13.38,48.97,After 2000
3869,6312,-74.67,-5.25,After 2000
3870,6313,152.01,-31,After 2000
3871,6314,142.25,-3.38,After 2000
3872,6327,144.21,-37.08,After 2000
3873,6331,148.55,-37.28,After 2000
3874,6332,-106.83,34.33,After 2000
3875,6333,142.4,-37.21,After 2000
3876,6335,151.29,-33.8,After 2000
3877,6337,137.25,-35.83,After 2000
3878,6340,-88.67,17.75,After 2000
3879,6341,148.9,-32,After 2000
3880,6342,-71.17,-31.63,After 2000
3881,6344,99.23,15.42,After 2000
3882,6346,99.34,14.14,After 2000
3883,6348,30.44,-29.69,After 2000
3884,6348,29.96,-29.43,After 2000
3885,6348,29.77,-29.32,After 2000
3886,6349,-72.4,-42.37,After 2000
3887,6350,-0.59,38.73,After 2000
3888,6351,73.38,36.17,After 2000
3889,6351,75.38,36.42,After 2000
3890,6351,73.98,36.7,After 2000
3891,6351,75.12,36.87,After 2000
3892,6353,98.92,15.33,After 2000
3893,6354,-76.6,5.68,After 2000
3894,6357,-92.57,15.15,After 2000
3895,6360,76.15,12.06,After 2000
3896,6361,29.87,-23,After 2000
3897,6362,96.38,27.48,After 2000
3898,6363,102.5,5,After 2000
3899,6363,102.67,5.17,After 2000
3900,6364,46.64,-15.49,After 2000
3901,6364,46.69,-15.48,After 2000
3904,6365,117.67,4.92,After 2000
3905,6365,118.65,5.27,After 2000
3906,6365,116.1,5.53,After 2000
3907,6365,118.36,5.67,After 2000
3908,6365,117.95,5.84,After 2000
3902,6365,117.9,-5.8,After 2000
3903,6365,118,-5,After 2000
3909,6365,117.49,10.14,After 2000
3910,6366,77.08,10.2,After 2000
3911,6366,77.18,10.3,After 2000
3912,6367,76.71,10.38,After 2000
3913,6368,76.55,11.58,After 2000
3914,6369,-98.94,22.27,After 2000
3915,6370,-99.16,19.1,After 2000
3916,6371,152.25,-30.88,After 2000
3918,6371,152.44,-30.16,After 2000
3917,6371,153.15,-30.3,After 2000
3919,6372,71,35,After 2000
3920,6373,-71.5,-41,After 2000
3921,6375,84.84,28.55,After 2000
3922,6376,-84.85,36.08,After 2000
3923,6377,25.75,-33.45,After 2000
3924,6378,19.42,-32.45,After 2000
3925,6384,-94.35,17.15,After 2000
3926,6385,-91.5,16.83,After 2000
3927,6386,10.42,-2.43,After 2000
3928,6388,-48.61,-16.66,After 2000
3929,6389,76.55,11.58,After 2000
3930,6390,117.57,4.7,After 2000
3931,6391,132.5,43.6,After 2000
3932,6393,76.5,26.02,After 2000
3933,6394,89.58,26.65,After 2000
3934,6395,116.78,1.55,After 2000
3935,6397,-87.1,14.21,After 2000
3936,6397,-85.45,14.43,After 2000
3937,6397,-87.9,14.84,After 2000
3938,6397,-85.85,15.01,After 2000
3939,6397,-84.79,15.54,After 2000
3940,6397,-86.86,15.62,After 2000
3941,6397,-86.67,15.67,After 2000
3942,6397,-87.13,15.78,After 2000
3943,6397,-87.37,15.82,After 2000
3944,6398,-4.16,38.43,After 2000
3945,6399,41.07,41.07,After 2000
3946,6399,-81.62,41.07,After 2000
3947,6399,-81.61,41.07,After 2000
3948,6399,-81.67,41.08,After 2000
3949,6399,41.31,41.31,After 2000
3950,6399,-81.4,41.32,After 2000
3951,6400,-124.17,54.46,After 2000
3952,6401,84.33,27.5,After 2000
3953,6402,-73.88,42.77,After 2000
3954,6406,79.25,21.69,After 2000
3955,6406,76.5,26.02,After 2000
3956,6407,107.85,33.58,After 2000
3957,6408,23.88,52.75,After 2000
3958,6409,-83.97,10.16,After 2000
3959,6409,-84.02,10.42,After 2000
3960,6411,101.48,-2.42,After 2000
3961,6412,84.33,27.5,After 2000
3962,6413,133.4,43.23,After 2000
3963,6413,134.27,43.58,After 2000
3964,6414,29.68,-1.02,After 2000
3965,6416,18.42,-33.63,After 2000
3966,6418,-46.94,-23.23,After 2000
3967,6419,-96.08,17.33,After 2000
3968,6423,9.57,-2.17,After 2000
3969,6425,-100,28.28,After 2000
3970,6425,-100.09,28.28,After 2000
3971,6426,13.05,41.96,After 2000
3972,6427,-54.59,-20.4,After 2000
3973,6429,31.49,-24.01,After 2000
3974,6431,117.88,4.96,After 2000
3975,6432,-75.92,-1.08,After 2000
3976,6433,27.9,-24.2,After 2000
3977,6434,-81.5,26.06,After 2000
3978,6435,36.89,-7.84,After 2000
3979,6436,92.86,27.08,After 2000
3980,6439,9.57,-2.17,After 2000
3981,6439,12.67,-0.33,After 2000
3982,6439,11.57,-0.18,After 2000
3983,6440,32,-12,After 2000
3984,6441,29.57,-15.6,After 2000
3985,6442,31.96,-7.09,After 2000
3986,6442,31.25,-6.83,After 2000
3987,6443,33.58,-9.05,After 2000
3988,6443,33.72,-9,After 2000
3989,6444,-12.3,12.4,After 2000
3990,6447,36.97,1.53,After 2000
3991,6451,101.48,-2.42,After 2000
3992,6453,9.5,45.62,After 2000
3993,6454,113.69,2.23,After 2000
3994,6454,115.22,3.3,After 2000
3995,6454,115.22,3.83,After 2000
3996,6454,114.88,4.1,After 2000
3997,6454,115.71,4.36,After 2000
3998,6454,115.47,4.39,After 2000
3999,6454,116.94,4.73,After 2000
4000,6455,99.56,12.05,After 2000
4001,6456,-47.95,-24.13,After 2000
4002,6459,-87.68,15.86,After 2000
4003,6461,-103.84,21.89,After 2000
4004,6462,-3.84,57.27,After 2000
4005,6462,-2.76,57.36,After 2000
4006,6462,-4.22,57.61,After 2000
4007,6463,-79.85,9.15,After 2000
4008,6466,104.33,-5.43,After 2000
4009,6466,101.48,-2.42,After 2000
4010,6466,99.38,0.98,After 2000
4011,6466,103.27,2.44,After 2000
4012,6466,102.47,4.7,After 2000
4013,6466,101.83,5.8,After 2000
4014,6466,101.37,6.02,After 2000
4015,6466,99.56,12.05,After 2000
4016,6466,99.6,12.75,After 2000
4017,6466,98.28,14.6,After 2000
4018,6466,99.23,15.42,After 2000
4019,6467,-58.18,-25.97,After 2000
4020,6468,-97.4,18.21,After 2000
4021,6469,-102.51,18.17,After 2000
4022,6470,-55.56,-19.54,After 2000
4023,6471,-100.27,19.07,After 2000
4024,6472,-113.21,40.19,After 2000
4025,6473,139.96,35.2,After 2000
4026,6473,139.4,35.62,After 2000
4027,6475,118.23,29.17,After 2000
4028,6476,-50.39,-29.42,After 2000
4029,6478,-71.22,-40.47,After 2000
4030,6479,-84.02,10.42,After 2000
4031,6480,-56.31,-19.96,After 2000
4032,6480,-52.75,-18.33,After 2000
4033,6480,-50.36,-9.57,After 2000
4034,6480,-42.33,-8.45,After 2000
4035,6481,-56.65,-18.98,After 2000
4036,6482,41.54,40.83,After 2000
4037,6483,42.5,17.33333,After 2000
4038,6484,-49.09,-16.42,After 2000
4039,6485,147.91,-43.06,After 2000
4040,6485,146.37,-42.81,After 2000
4041,6485,146.69,-42.66,After 2000
4042,6486,-40.08,-19.15,After 2000
4043,6487,-57.58,-16.83,After 2000
4044,6487,-57.73,-16.72,After 2000
4045,6490,90.76,26.9,After 2000
4046,6491,101.9,-0.9,After 2000
4047,6491,102.3,-0.3,After 2000
4048,6491,100.94,-0.15,After 2000
4049,6491,101.6,-0.08,After 2000
4050,6491,102.5,0.5,After 2000
4051,6492,-71.93,-39.23,After 2000
4052,6493,83.97,28.78,After 2000
4053,6494,101.48,-2.42,After 2000
4054,6495,-89.37,37.5,After 2000
4055,6496,15.9,-18.95,After 2000
4056,6497,76.44,27.32,After 2000
4057,6498,10.42,-2.43,After 2000
4058,6498,9.57,-2.17,After 2000
4059,6499,76.55,11.58,After 2000
4060,6501,-90.92,46.28,After 2000
4061,6502,139.53,36.4,After 2000
4062,6502,139.53,36.5,After 2000
4063,6503,80.63,22.33,After 2000
4064,6504,28.14,-24.08,After 2000
4065,6505,29.66,-1.08,After 2000
4066,6507,-98.64,20.69,After 2000
4067,6508,-108.99,27.14,After 2000
4068,6511,76.55,11.58,After 2000
4069,6513,74.09,19.58,After 2000
4070,6517,-87.37,15.82,After 2000
4071,6518,22.45,-33.97,After 2000
4072,6518,22.83,-33.9,After 2000
4073,6519,29.66,-1.08,After 2000
4074,6522,83.97,28.78,After 2000
4075,6523,92.03,27.5,After 2000
4076,6524,89.52,27.75,After 2000
4077,6525,76.55,11.58,After 2000
4078,6526,76.5,26.02,After 2000
4079,6527,80.34,29.77,After 2000
4080,6528,116.93,5.16,After 2000
4081,6531,140.92,37.17,After 2000
4082,6532,-69.42,-12.95,After 2000
4083,6532,-70.03,-12.32,After 2000
4084,6532,-69.7,-11.42,After 2000
4085,6534,140.85,42.6,After 2000
4086,6535,141.42,39.72,After 2000
4087,6536,143.28,44.43,After 2000
4088,6543,112.17,1.52,After 2000
4089,6544,101.85,5.81,After 2000
4090,6544,101.37,6.02,After 2000
4091,6544,100.15,7.77,After 2000
4092,6544,98.53,8.94,After 2000
4093,6544,99.56,12.05,After 2000
4094,6544,99.95,12.18,After 2000
4095,6544,99.6,12.75,After 2000
4096,6544,101.73,13.2,After 2000
4097,6544,102.66,14.12,After 2000
4098,6544,101.92,14.2,After 2000
4099,6544,101.37,14.44,After 2000
4100,6544,98.92,15.33,After 2000
4101,6544,99.32,15.61,After 2000
4102,6544,101.55,16.34,After 2000
4103,6545,-46.94,-23.23,After 2000
4104,6549,-71.36,-40.16,After 2000
4105,6549,-71.93,-39.42,After 2000
4106,6551,117.33,5.23,After 2000
4107,6551,117.05,5.28,After 2000
4108,6551,117.42,5.33,After 2000
4109,6552,-53,-18,After 2000
4110,6552,-50.71,-11.13,After 2000
4111,6552,-45.9,-10.05,After 2000
4112,6552,-50.07,-9.69,After 2000
4113,6552,-45.2,-8.86,After 2000
4114,6555,84.33,27.5,After 2000
4115,6556,84.33,27.5,After 2000
4116,6557,-124.17,54.46,After 2000
4117,6558,-122.9,39.7,After 2000
4118,6559,-41.87,-21.48,After 2000
4119,6561,-102.65,21.83,After 2000
4120,6563,-84.02,10.42,After 2000
4121,6564,145.99,-37.68,After 2000
4122,6565,152.71,-28.6,After 2000
4123,6566,77.17,9.47,After 2000
4124,6567,115.51,50.05,After 2000
4125,6568,150.48,-34.87,After 2000
4126,6571,-76.35,2.2,After 2000
4127,6577,-42.48,-20.72,After 2000
4128,6578,78.17,30.06,After 2000
4129,6579,-51.09,-30.24,After 2000
4130,6579,-51.09,-30.24,After 2000
4131,6579,-51.08,-30.24,After 2000
4132,6579,-51.09,-30.24,After 2000
4133,6579,-51.09,-30.24,After 2000
4134,6579,-51.08,-30.24,After 2000
4135,6580,150.52,-34.72,After 2000
4136,6584,76.15,12.06,After 2000
4137,6585,-48.49,-25.3,After 2000
4138,6585,-48.3,-25.18,After 2000
4139,6586,-54.87,-29.84,After 2000
4140,6590,153.03,-30.5,After 2000
4141,6590,153.04,-30.47,After 2000
4142,6590,153.04,-30.47,After 2000
4143,6591,140.98,-25.25,After 2000
4144,6591,138.47,-23.75,After 2000
4145,6591,17.92,-23.75,After 2000
4146,6591,15.05,-23.57,After 2000
4147,6591,138.26,-23.36,After 2000
4148,6591,16.6,-20.48,After 2000
4149,6593,-63.91,-22.16,After 2000
4150,6594,108.68,27.9,After 2000
4151,6595,-158.18,21.53,After 2000
4152,6599,-56.62,-18.98,After 2000
4153,6601,84.33,27.5,After 2000
4154,6602,24.13,6.43,After 2000
4155,6603,-62.53,5.92,After 2000
4156,6604,113.83,-2.55,After 2000
4157,6607,104.33,-5.43,After 2000
4158,6608,107.31,12.94,After 2000
4159,6610,-78.68,0.58,After 2000
4160,6611,99.23,15.42,After 2000
4161,6614,-94.35,17.15,After 2000
4162,6615,-91.5,16.83,After 2000
4163,6617,-94.22,17.15,After 2000
4164,6618,-57.31,-18.09,After 2000
4165,6621,116.77,-0.67,After 2000
4166,6622,-75.11,6.76,After 2000
4167,6623,101.83,5.58,After 2000
4168,6624,-82.95,9.1,After 2000
4169,6625,-67.63,-13.8,After 2000
4170,6628,103.18,31.03,After 2000
4171,6628,104.72,32.51,After 2000
4172,6628,104.76,32.58,After 2000
4173,6628,104.16,32.94,After 2000
4174,6628,107.62,33.65,After 2000
4175,6633,95.59,5.33,After 2000
4176,6634,104.95,9.52,After 2000
4177,6634,107.9,10.81,After 2000
4178,6634,108.72,11.97,After 2000
4179,6634,105.9,18.12,After 2000
4180,6635,81.03,28.38,After 2000
4181,6635,80.32,28.43,After 2000
4182,6635,80.53,28.45,After 2000
4183,6635,79.9,29.165,After 2000
4184,6635,79.58,29.2,After 2000
4185,6635,79.58,29.22,After 2000
4186,6636,102.66,14.12,After 2000
4187,6637,90.93,26.72,After 2000
4188,6638,-79.85,9.15,After 2000
4189,6639,88.12,27.19,After 2000
4190,6640,114.92,4.13,After 2000
4191,6641,49.54,-15.41,After 2000
4192,6644,-39.08,-15.07,After 2000
4193,6645,101.37,14.44,After 2000
4194,6646,9.57,-2.17,After 2000
4195,6647,-1.83,9.7,After 2000
4196,6648,101.83,5.8,After 2000
4197,6648,101.37,6.02,After 2000
4198,6648,98.53,8.94,After 2000
4199,6648,98.58,9.17,After 2000
4200,6648,99.56,12.05,After 2000
4201,6648,99.6,12.75,After 2000
4202,6648,101.73,13.2,After 2000
4203,6648,102.66,14.12,After 2000
4204,6648,101.92,14.2,After 2000
4205,6648,101.37,14.44,After 2000
4206,6648,98.92,15.33,After 2000
4207,6648,99.32,15.61,After 2000
4208,6648,101.55,16.34,After 2000
4209,6649,-79.85,9.15,After 2000
4210,6650,153.5,-28.47,After 2000
4211,6650,153.52,-28.4,After 2000
4212,6650,153.13,-28.03,After 2000
4213,6650,153,-27.63,After 2000
4214,6651,106.84,12.34,After 2000
4215,6653,-47.95,-24.13,After 2000
4216,6654,32.13,-23.87,After 2000
4217,6655,-93.74,38.76,After 2000
4218,6655,-94.47,38.91,After 2000
4219,6656,-92.88,48.5,After 2000
4220,6658,48.75,-17.7,After 2000
4221,6660,36,-3.83,After 2000
4222,6661,-1.83,9.7,After 2000
4223,6662,-61.25,-19.07,After 2000
4224,6663,-4.03,38.29,After 2000
4225,6664,32.42,-27.05,After 2000
4226,6664,27.1,-25.26,After 2000
4227,6664,26.22,-24.82,After 2000
4228,6664,31.49,-24.01,After 2000
4229,6664,29.14,-22.21,After 2000
4230,6665,84.33,27.5,After 2000
4231,6666,-61.25,-19.07,After 2000
4232,6668,-64.79,-24.99,After 2000
4233,6669,85.39,27.8,After 2000
4234,6670,88.89,21.84,After 2000
4235,6671,104.52,14.02,After 2000
4236,6672,46.11,38.87,After 2000
4237,6674,-90.19,19.25,After 2000
4238,6675,-103.88,19.32,After 2000
4239,6677,-102.64,18.14,After 2000
4240,6677,-102.3,18.16,After 2000
4241,6677,-102.56,18.22,After 2000
4242,6677,-102.51,18.26,After 2000
4243,6677,-102.47,18.28,After 2000
4244,6677,-102.81,18.33,After 2000
4245,6677,-102.04,19.08,After 2000
4246,6678,-91.74,18.32,After 2000
4247,6679,-97.63,20.1,After 2000
4248,6679,-97.91,20.21,After 2000
4249,6679,-97.96,20.28,After 2000
4250,6679,-97.85,20.73,After 2000
4251,6680,-96.8,17.81,After 2000
4252,6680,-96.96,18.36,After 2000
4253,6681,88.13,27.7,After 2000
4254,6687,22.45,-33.97,After 2000
4255,6687,22.83,-33.9,After 2000
4256,6689,11.5,-0.5,After 2000
4257,6693,104.16,32.91,After 2000
4258,6696,118.23,29.17,After 2000
4259,6697,-79.85,9.15,After 2000
4260,6698,76.55,11.58,After 2000
4261,6700,-6.5,37,After 2000
4262,6701,114.44,-2.15,After 2000
4263,6704,104.52,14.02,After 2000
4264,6705,-8.33,40.3,After 2000
4265,6706,-6.5,37,After 2000
4266,6707,117.33,5.23,After 2000
4267,6707,117.05,5.28,After 2000
4268,6707,117.42,5.33,After 2000
4269,6708,116.9,4.83,After 2000
4270,6709,-109.17,29.47,After 2000
4271,6710,104.33,-5.43,After 2000
4272,6710,101.48,-2.42,After 2000
4273,6711,76.63,11.66,After 2000
4274,6713,107.31,12.94,After 2000
4275,6714,-65.35,-4.89,After 2000
4276,6716,106.17,12.12,After 2000
4277,6716,106.45,12.52,After 2000
4278,6716,105.86,12.55,After 2000
4279,6716,106.8,12.7,After 2000
4280,6716,107.35,13,After 2000
4281,6716,105.7,13.3,After 2000
4282,6716,106.42,13.45,After 2000
4283,6716,106.31,14.13,After 2000
4284,6716,106.8,14.2,After 2000
4285,6718,47.42,-21.22,After 2000
4286,6719,-62.93,-38.7,After 2000
4287,6720,132.5,43.65,After 2000
4288,6721,-81.03,25.86,After 2000
4289,6721,-81.54,26.42,After 2000
4290,6723,-100.33,49,After 2000
4291,6724,22.64,42.21,After 2000
4292,6725,103.3,20,After 2000
4293,6727,-105.71,40.33,After 2000
4294,6728,13.38,48.97,After 2000
4295,6729,-73.47,-40.18,After 2000
4296,6729,-73.47,-40.18,After 2000
4297,6730,-103.44,26.41,After 2000
4298,6732,-76.15,-0.64,After 2000
4299,6733,111.9,-0.63,After 2000
4300,6734,117.76,5.08,After 2000
4301,6735,104.52,14.02,After 2000
4302,6736,-84.02,10.42,After 2000
4303,6737,15,37.76,After 2000
4304,6738,76.44,27.32,After 2000
4305,6742,28.89,70.69,After 2000
4306,6744,-1.83,9.7,After 2000
4307,6745,-50.35,-9.57,After 2000
4308,6746,-119.17,37.42,After 2000
4309,6748,101.83,5.8,After 2000
4310,6748,101.37,6.02,After 2000
4311,6748,98.53,8.94,After 2000
4312,6748,98.58,9.17,After 2000
4313,6748,99.56,12.05,After 2000
4314,6748,99.95,12.13,After 2000
4315,6748,99.6,12.75,After 2000
4316,6748,101.73,13.2,After 2000
4317,6748,99.42,13.3,After 2000
4318,6748,102.66,14.12,After 2000
4319,6748,101.92,14.2,After 2000
4320,6748,101.37,14.44,After 2000
4321,6748,98.92,15.33,After 2000
4322,6748,99.23,15.42,After 2000
4323,6748,101.55,16.34,After 2000
4324,6750,101.55,16.34,After 2000
4325,6751,77.32,8.68,After 2000
4326,6753,-86.31,46.56,After 2000
4327,6754,-125.73,50.68,After 2000
4328,6755,117.33,5.23,After 2000
4329,6756,76.15,12.06,After 2000
4330,6757,-45.43,-23.6,After 2000
4331,6759,-83.1,29.32,After 2000
