item_id,lon,lat
"6314",142.25,-3.38
"1240",145.82,-17.42
"3532",114.28,24.67
"3150",78.23,22.5
"7539",145.61,-17.41
"4559",92.25,23.33
"4853",79.25,21.69
"5224",114.38,24.49
"1912",40.43,-12.1
"1240",145.65,-16.88
"1302",47.42,-21.26
"1718",47.42,-21.22
"5609",122.55,-4.35
"7659",121.88,-4.43
"7576",96.11,17
"3821",80.8,6.8
"1525",79.94,28.65
"2311",83.82,27.3
"1435",80.5,6.42
"7103",79.85,28.69
"2116",47.42,-21.13
"6635",80.32,28.43
"6668",-64.79,-24.99
"263",112.33,23.11
"422",145.4,-16.2
"7440",74.83,13.48
"182",120.5,29.2
"3970",145.85,-16.91
"727",145.401944,-15.959167
"6945",145.4,-15.96
"6773",81.2,28
"7112",-79.07,-6.41
"2713",49.54,-15.4
"1724",49.56,-15.4
"6658",48.75,-17.7
"1700",49.54,-15.41
"6503",80.63,22.33
"5138",80.61,22.34
"7462",120.96,23.47
"5097",86.33,21.83
"24",118.99,10.12
"5133",119,10.12
"5133",118.71,9.7
"782",120.88,23.91
"7725",120.87,22.75
"1412",77.52,27.17
"4094",121.3,23.5
"6051",77.1,8.39
"3974",103.82,1.35
"5537",103.78,1.35
"2851",78.1,29.55
"4251",86.3,21.2
"6942",120.73,22.88
"2387",133.97,-1.08
"4773",92.17,21.69
"5306",81.49,17.48
"3772",81.29,17.49
"6785",92.15,21.07
"2521",114.13,22.44
"5085",122.09,17.31
"3634",114.12,22.43
"3634",114.12,22.42
"1724",50.1,-15.63
"2713",50.1,-15.64
"2521",114.14,22.41
"1700",50.05,-15.3
"855",121.56,25.17
"1305",103.82,1.34
"5454",103.82,1.33
"5470",103.83,1.33
"2521",114.15,22.39
"2521",114.18,22.43
"3634",114.3,22.41
"5085",121.82,17.7
"5214",124.2,9.9
"7675",39.4,-6.23
"3132",129.56,-3.18
"3132",129.61,-3.24
"3132",129.62,-3.23
"3132",129.2,-3.03
"6832",-48.5,-27.52
"2387",127.83,0.34
"2387",122.99,-5.28
"2387",122.99,-5.31
"4501",49.2,-17.93
"4503",-44.23,-23.15
"2516",49.23,-17.89
"2521",113.94,22.27
"1511",128.23,26.73
"1554",128.2,26.75
"4315",130.523889,30.343889
"7715",130.5,30.33
"4655",113.5,22.1
"5334",112.67,-5.77
